"angle","stations","type","priceSd","price","count"
1.8,"200","uniform",0.0128491862750622,0.819585634418334,50
1.8,"200","linear",0.0899860346371626,1.09638235075497,50
1.8,"200","exponential",0.131354550935214,1.01514193573325,50
3.6,"100","uniform",0.00845685212932691,0.814155257422269,50
3.6,"100","linear",0.0757114082007511,1.14666915095727,50
3.6,"100","exponential",0.1306935932641,1.039753608308,50
3.6,"200","uniform",0.0132489338941486,0.822928577259249,50
3.6,"200","linear",0.0898449251545772,1.1064709529607,50
3.6,"200","exponential",0.187305925285348,0.995350111646834,50
5.4,"200","uniform",0.0105739604307221,0.821823240956998,50
5.4,"200","linear",0.0885236672628937,1.09867525885544,50
5.4,"200","exponential",0.141425247553302,1.03616803258298,50
7.2,"100","uniform",0.0105602591858468,0.813690495413573,50
7.2,"100","linear",0.103939758222141,1.14051180697876,50
7.2,"100","exponential",0.180142747086776,1.01594901125342,50
7.2,"200","uniform",0.0149111893264076,0.827380234164949,50
7.2,"200","linear",0.105527144008794,1.0764102792904,50
7.2,"200","exponential",0.169296198575714,1.03019576435228,50
9,"200","uniform",0.017088565376896,0.822158778309307,50
9,"200","linear",0.128566172445929,1.03093988266172,50
9,"200","exponential",0.118278855831501,1.05061036393369,50
10.8,"100","uniform",0.00962379897625765,0.812194030535851,50
10.8,"100","linear",0.0933009518142019,1.00703489542646,50
10.8,"100","exponential",0.20939212073919,1.01208389184364,50
10.8,"200","uniform",0.0123344722313909,0.820249234017094,50
10.8,"200","linear",0.131599760336225,0.987108169065158,50
10.8,"200","exponential",0.185997884950606,1.04760867451241,50
12.6,"200","uniform",0.0125957659815588,0.823209699156864,50
12.6,"200","linear",0.127790035789277,0.984521004152061,50
12.6,"200","exponential",0.129601547733493,1.04044310954452,50
14.4,"100","uniform",0.00938056334771049,0.81249566974282,50
14.4,"100","linear",0.0573209810384433,0.876194713995256,50
14.4,"100","exponential",0.12946544604926,0.989677091913776,50
14.4,"200","uniform",0.0130959044824387,0.822989606012509,50
14.4,"200","linear",0.0852630436559036,0.928843294450742,50
14.4,"200","exponential",0.133412213714715,0.985289411298862,50
16.2,"200","uniform",0.0156401354835644,0.823089242201738,50
16.2,"200","linear",0.080879980809816,0.894316723053299,50
16.2,"200","exponential",0.152928987769571,1.01645964209323,50
18,"100","uniform",0.00656536853817541,0.81294801933129,50
18,"100","linear",0.0395724221603253,0.846029032691566,50
18,"100","exponential",0.161298968348959,1.02621144582965,50
18,"200","uniform",0.0127791896890257,0.820202890575483,50
18,"200","linear",0.152073249103442,0.922881708567507,50
18,"200","exponential",0.150287020414762,1.03294460251499,50
19.8,"200","uniform",0.0164034778239996,0.822249550039255,50
19.8,"200","linear",0.059940085561161,0.889509917705023,50
19.8,"200","exponential",0.160799272752714,1.02219571016673,50
21.6,"100","uniform",0.00956586766204723,0.813431738653651,50
21.6,"100","linear",0.0337176345981446,0.846652472675189,50
21.6,"100","exponential",0.143621787650232,0.99075648439213,50
21.6,"200","uniform",0.0127748384219344,0.820305585196197,50
21.6,"200","linear",0.0566600719445299,0.872137019647945,50
21.6,"200","exponential",0.142779865143874,1.0188684641837,50
23.4,"200","uniform",0.0127687843913285,0.821327874284195,50
23.4,"200","linear",0.0429978759622386,0.879790059279615,50
23.4,"200","exponential",0.149352915409097,1.03441540427011,50
25.2,"100","uniform",0.00798981031756162,0.814883918421459,50
25.2,"100","linear",0.0223424056859211,0.84005706973241,50
25.2,"100","exponential",0.137776996823408,0.954794695189258,50
25.2,"200","uniform",0.01356284704222,0.823286375307915,50
25.2,"200","linear",0.0418109355598585,0.869593145127449,50
25.2,"200","exponential",0.166793333823901,1.0482371221622,50
27,"200","uniform",0.0150897807858282,0.822606389776753,50
27,"200","linear",0.0457286017155936,0.868218309049432,50
27,"200","exponential",0.145749649670592,1.02294416208435,50
28.8,"100","uniform",0.00950429654702811,0.810763918458009,50
28.8,"100","linear",0.0247523794183737,0.832151776167037,50
28.8,"100","exponential",0.14750147090049,1.02901027721556,50
28.8,"200","uniform",0.0132510793652001,0.8240490030724,50
28.8,"200","linear",0.0368969177581385,0.860517176455136,50
28.8,"200","exponential",0.145837682664817,1.05265437775365,50
30.6,"200","uniform",0.0133464590098596,0.822600856434328,50
30.6,"200","linear",0.0467398790581386,0.87034116586786,50
30.6,"200","exponential",0.135511816323805,0.98615604094787,50
32.4,"100","uniform",0.00947187326947689,0.812325797074014,50
32.4,"100","linear",0.0200289619500988,0.832059300021584,50
32.4,"100","exponential",0.145958583823798,1.00147587857887,50
32.4,"200","uniform",0.0156807053251776,0.821440749139258,50
32.4,"200","linear",0.0363661167551978,0.856956004389356,50
32.4,"200","exponential",0.208357510153719,1.05183288107874,50
34.2,"200","uniform",0.014092548196823,0.821530757372591,50
34.2,"200","linear",0.0318563825212985,0.847066351685872,50
34.2,"200","exponential",0.173379713978467,1.06390762859023,50
36,"100","uniform",0.00907836419687912,0.812657515788986,50
36,"100","linear",0.0178311039270127,0.82762512342861,50
36,"100","exponential",0.12692226742876,0.967481280631828,50
36,"200","uniform",0.0147589638922251,0.820431593310348,50
36,"200","linear",0.0299295061509634,0.85146058820069,50
36,"200","exponential",0.130779376805089,1.01638036716195,50
37.8,"200","uniform",0.0137091735495651,0.822184671494482,50
37.8,"200","linear",0.0278860455828232,0.847203809468705,50
37.8,"200","exponential",0.138394764033432,1.05985510986325,50
39.6,"100","uniform",0.00804557626938403,0.812091883286276,50
39.6,"100","linear",0.0173141903618987,0.826143566242139,50
39.6,"100","exponential",0.104461542837942,0.970053579650863,50
39.6,"200","uniform",0.0127702700160247,0.821391174475463,50
39.6,"200","linear",0.0343979121244114,0.851645322247845,50
39.6,"200","exponential",0.115458310135976,1.04875204716199,50
41.4,"200","uniform",0.014939687968192,0.822356059150331,50
41.4,"200","linear",0.0301367524022921,0.842432073823704,50
41.4,"200","exponential",0.152303068472624,1.04930581295752,50
43.2,"100","uniform",0.00846682435707208,0.813404135327589,50
43.2,"100","linear",0.0113982490487921,0.826405629365114,50
43.2,"100","exponential",0.113247254910328,0.983586629442171,50
43.2,"200","uniform",0.011574054741276,0.823015750115351,50
43.2,"200","linear",0.0234809223999106,0.844623201758051,50
43.2,"200","exponential",0.149479255984539,1.04268532003521,50
45,"200","uniform",0.0138856511432309,0.818962341281903,50
45,"200","linear",0.0216103247649972,0.838499202956044,50
45,"200","exponential",0.12681804159619,1.0449588577292,50
46.8,"100","uniform",0.00755623485177429,0.810749947330491,50
46.8,"100","linear",0.014974995614758,0.82490227305438,50
46.8,"100","exponential",0.116709872582027,0.970756384049971,50
46.8,"200","uniform",0.0167878385874807,0.820762266272202,50
46.8,"200","linear",0.0262010608759296,0.841516033380532,50
46.8,"200","exponential",0.120291543288611,1.00064316020882,50
48.6,"200","uniform",0.0138722230446826,0.821598804569535,50
48.6,"200","linear",0.0225061790386339,0.838786538164968,50
48.6,"200","exponential",0.144227229137726,1.04355731150975,50
50.4,"100","uniform",0.00951346621633621,0.812944179589518,50
50.4,"100","linear",0.014817025033905,0.819263257114353,50
50.4,"100","exponential",0.122131861092702,0.980183080922424,50
50.4,"200","uniform",0.014631445762251,0.822055558160175,50
50.4,"200","linear",0.0231169766038907,0.836666580014428,50
50.4,"200","exponential",0.133121104728762,1.09533767780732,50
52.2,"200","uniform",0.0126692271915838,0.820625669706296,50
52.2,"200","linear",0.0215949598809281,0.835963093473245,50
52.2,"200","exponential",0.1534288862783,1.05491365608141,50
54,"100","uniform",0.00853371910982271,0.811319918976483,50
54,"100","linear",0.0124569267208716,0.818966102657778,50
54,"100","exponential",0.109089710393275,0.953499113772188,50
54,"200","uniform",0.0152812003537712,0.820414703033452,50
54,"200","linear",0.0155917045021679,0.82996709104632,50
54,"200","exponential",0.124335572083277,1.01014155016477,50
55.8,"200","uniform",0.0161324573086709,0.822710038893012,50
55.8,"200","linear",0.0168401659965999,0.830374284046412,50
55.8,"200","exponential",0.136209582355447,1.02173178965187,50
57.6,"100","uniform",0.00788474495422417,0.815004590664738,50
57.6,"100","linear",0.00880107763262798,0.816521818225371,50
57.6,"100","exponential",0.085626248167229,0.926605537583114,50
57.6,"200","uniform",0.0135327623044602,0.821363475789774,50
57.6,"200","linear",0.0169078438384245,0.828608598822107,50
57.6,"200","exponential",0.117153222090538,1.00458381240472,50
59.4,"200","uniform",0.0139200114461167,0.819225575492579,50
59.4,"200","linear",0.0208795288070404,0.830184288740839,50
59.4,"200","exponential",0.136975650665778,1.03786497923529,50
61.2,"100","uniform",0.01043120948261,0.811088478014267,50
61.2,"100","linear",0.0106725285956187,0.815867729499027,50
61.2,"100","exponential",0.0885210312800184,0.924277773176903,50
61.2,"200","uniform",0.0119981856349199,0.82135202513049,50
61.2,"200","linear",0.0168141796401285,0.827002726151267,50
61.2,"200","exponential",0.116562531922866,1.01816698213776,50
63,"200","uniform",0.0124117675099423,0.823081318635591,50
63,"200","linear",0.0158906471593022,0.826374008974996,50
63,"200","exponential",0.0894657496209516,0.988462401410321,50
64.8,"100","uniform",0.00841518162288786,0.813610278373232,50
64.8,"100","linear",0.0112867796181923,0.815437968059152,50
64.8,"100","exponential",0.0824261303525914,0.901203316373637,50
64.8,"200","uniform",0.0111225303053052,0.821216054818189,50
64.8,"200","linear",0.0167953049992574,0.823894781434871,50
64.8,"200","exponential",0.0955209908884778,0.971448507637829,50
66.6,"200","uniform",0.0147320715409333,0.822914715861993,50
66.6,"200","linear",0.0157128214647165,0.831949007346496,50
66.6,"200","exponential",0.122424063631848,0.997654786880142,50
68.4,"100","uniform",0.00846269071495411,0.813726640237862,50
68.4,"100","linear",0.0079087424558244,0.815811190862614,50
68.4,"100","exponential",0.0507948988259741,0.889517148501752,50
68.4,"200","uniform",0.0148383704715039,0.822721908356181,50
68.4,"200","linear",0.016579305049659,0.8306123566057,50
68.4,"200","exponential",0.112171700849372,0.994498247477675,50
70.2,"200","uniform",0.0158363235756218,0.822703433284229,50
70.2,"200","linear",0.0162655673675685,0.825481951607029,50
70.2,"200","exponential",0.104294730018754,0.947847149657992,50
72,"100","uniform",0.00797746496313269,0.812745908840574,50
72,"100","linear",0.00913629720218662,0.812223449765253,50
72,"100","exponential",0.0500284203034564,0.864017240084801,50
72,"200","uniform",0.0130716867976711,0.822814665792361,50
72,"200","linear",0.0157709603832943,0.828500481186234,50
72,"200","exponential",0.0900156046883016,0.942668051251399,50
73.8,"200","uniform",0.0139444669857794,0.822422705190717,50
73.8,"200","linear",0.0142822046581189,0.824575440835659,50
73.8,"200","exponential",0.0819477666243413,0.925696866001167,50
75.6,"100","uniform",0.00756327029140506,0.811095224118276,50
75.6,"100","linear",0.00798312127214808,0.813433948207601,50
75.6,"100","exponential",0.0398766061438693,0.849516945092541,50
75.6,"200","uniform",0.0143089707094188,0.820263947353204,50
75.6,"200","linear",0.0136766725339318,0.822286517357295,50
75.6,"200","exponential",0.116903027626082,0.934888864258358,50
77.4,"200","uniform",0.0128166976868264,0.820625297254441,50
77.4,"200","linear",0.0144826283866197,0.824208553053483,50
77.4,"200","exponential",0.0696423710792781,0.894908741815579,50
79.2,"100","uniform",0.00910326998592128,0.811687653916724,50
79.2,"100","linear",0.00823609631340167,0.813637123442585,50
79.2,"100","exponential",0.0326040377050611,0.83950430349514,50
79.2,"200","uniform",0.0116061548048484,0.820722057145963,50
79.2,"200","linear",0.0113555455563352,0.822294680677576,50
79.2,"200","exponential",0.0693088182356058,0.893582680677621,50
81,"200","uniform",0.0154427353369532,0.825800545140157,50
81,"200","linear",0.0114722575755061,0.820135019754676,50
81,"200","exponential",0.0628778815343607,0.902723742941823,50
82.8,"100","uniform",0.00849607701418995,0.814285031807278,50
82.8,"100","linear",0.00693118842324371,0.811774253078336,50
82.8,"100","exponential",0.027194043538725,0.83385678127082,50
82.8,"200","uniform",0.0145093984329156,0.817124054108228,50
82.8,"200","linear",0.0127091181542589,0.822878890409904,50
82.8,"200","exponential",0.0576314998356324,0.886197993802739,50
84.6,"200","uniform",0.0149751877021731,0.823024435306084,50
84.6,"200","linear",0.0119331264466244,0.822283897281776,50
84.6,"200","exponential",0.0502111674941064,0.865046846940925,50
86.4,"100","uniform",0.0077692714484377,0.812296871643343,50
86.4,"100","linear",0.00787604607596954,0.813326673441983,50
86.4,"100","exponential",0.0178616868183297,0.826442705880638,50
86.4,"200","uniform",0.0132694461926562,0.821820109438547,50
86.4,"200","linear",0.0155442628408033,0.822715417520202,50
86.4,"200","exponential",0.0431501309233546,0.857790937958268,50
88.2,"200","uniform",0.0143033533293088,0.823780136164337,50
88.2,"200","linear",0.0122946254623843,0.81782863085154,50
88.2,"200","exponential",0.0341458239628761,0.858124427957577,50
90,"100","uniform",0.00778761725143222,0.813406552068876,50
90,"100","linear",0.0070483145128875,0.811040370477233,50
90,"100","exponential",0.0166570886161783,0.824728910136028,50
90,"200","uniform",0.017153071066498,0.82164840212687,50
90,"200","linear",0.0111853153856699,0.819315942093849,50
90,"200","exponential",0.0296076427969752,0.841908764799352,50
91.8,"200","uniform",0.0118510763331947,0.821156788202049,50
91.8,"200","linear",0.0118135790662459,0.820473338582748,50
91.8,"200","exponential",0.02778470130644,0.841080582073206,50
93.6,"100","uniform",0.00846029843301233,0.813359397947253,50
93.6,"100","linear",0.00731671592214479,0.812071814460269,50
93.6,"100","exponential",0.014047944993188,0.821748659569272,50
93.6,"200","uniform",0.0140488336251439,0.823191710339527,50
93.6,"200","linear",0.0115299814459857,0.818502670412496,50
93.6,"200","exponential",0.0325691628341869,0.850529051104067,50
95.4,"200","uniform",0.0130867200585902,0.824475424420712,50
95.4,"200","linear",0.0100863145659213,0.819131874201733,50
95.4,"200","exponential",0.0282421455371125,0.836043839492051,50
97.2,"100","uniform",0.0082205026983792,0.812787975843025,50
97.2,"100","linear",0.0069253149756912,0.811650003224487,50
97.2,"100","exponential",0.0105006917407962,0.816406863026857,50
97.2,"200","uniform",0.0130602081840749,0.823816699193748,50
97.2,"200","linear",0.00955398578503591,0.818756841838506,50
97.2,"200","exponential",0.0265801195652682,0.829460360853478,50
99,"200","uniform",0.0124600023651908,0.822007516032557,50
99,"200","linear",0.0108048861476017,0.819443313642455,50
99,"200","exponential",0.0279533145684378,0.837716449928373,50
100.8,"100","uniform",0.00783936310159133,0.812844265045595,50
100.8,"100","linear",0.00623293982502559,0.810320524392553,50
100.8,"100","exponential",0.00856960181535163,0.810175379500202,50
100.8,"200","uniform",0.0132513596888351,0.823033820597034,50
100.8,"200","linear",0.0111385322669917,0.816420298038714,50
100.8,"200","exponential",0.0150091668350041,0.830001557558704,50
102.6,"200","uniform",0.0122913176590426,0.824022528952417,50
102.6,"200","linear",0.0113566253861804,0.815888487435765,50
102.6,"200","exponential",0.0211343597132628,0.834668780178277,50
104.4,"100","uniform",0.00853224825614918,0.812722762826382,50
104.4,"100","linear",0.00656240660411243,0.809337061551588,50
104.4,"100","exponential",0.00681713425299758,0.810652606893569,50
104.4,"200","uniform",0.0135285046447674,0.820566269496095,50
104.4,"200","linear",0.0109671037422891,0.817190883177806,50
104.4,"200","exponential",0.0158342067791521,0.823213270701827,50
106.2,"200","uniform",0.0154521237659418,0.821433250004005,50
106.2,"200","linear",0.0102357908789021,0.818931780011759,50
106.2,"200","exponential",0.0160275500714668,0.823078629835132,50
108,"100","uniform",0.00707642812995492,0.812831481272864,50
108,"100","linear",0.00553049703149663,0.809590154131992,50
108,"100","exponential",0.00639985003113694,0.808432318503561,50
108,"200","uniform",0.0119833752047618,0.821134220861009,50
108,"200","linear",0.00948551672215496,0.816114906592985,50
108,"200","exponential",0.0134339239969969,0.823368115218827,50
109.8,"200","uniform",0.0115041210719739,0.82493250628814,50
109.8,"200","linear",0.00964824010557002,0.813516203167052,50
109.8,"200","exponential",0.0151388668497464,0.819862875961412,50
111.6,"100","uniform",0.009259190394935,0.815762973573168,50
111.6,"100","linear",0.00533402164360677,0.808351643283006,50
111.6,"100","exponential",0.00538708115711682,0.808307498770812,50
111.6,"200","uniform",0.0127363198226534,0.821966143435295,50
111.6,"200","linear",0.0105153485876065,0.817732220615693,50
111.6,"200","exponential",0.0108759825591619,0.815820466350488,50
113.4,"200","uniform",0.0165377078958518,0.81994415909554,50
113.4,"200","linear",0.0104458004448826,0.815611357990357,50
113.4,"200","exponential",0.0109099531494975,0.814410752282706,50
115.2,"100","uniform",0.00806940397786018,0.812385498347567,50
115.2,"100","linear",0.00489088485319388,0.808379769746503,50
115.2,"100","exponential",0.00464393347643685,0.805586752319263,50
115.2,"200","uniform",0.0146560217567025,0.822959975333652,50
115.2,"200","linear",0.0102324556252674,0.814614486706899,50
115.2,"200","exponential",0.00906058955679775,0.813163481023263,50
117,"200","uniform",0.0108840815129947,0.818422721609541,50
117,"200","linear",0.01073117101701,0.812287278024675,50
117,"200","exponential",0.00872837874729608,0.814212280749302,50
118.8,"100","uniform",0.00912065490761677,0.813203535663549,50
118.8,"100","linear",0.00678641667990552,0.810685114386102,50
118.8,"100","exponential",0.00338670946123395,0.804612726356755,50
118.8,"200","uniform",0.0134736142017375,0.822123934126062,50
118.8,"200","linear",0.0109635227448037,0.816969978630808,50
118.8,"200","exponential",0.00784898448116167,0.812018935560756,50
120.6,"200","uniform",0.0111935980741539,0.819858171038874,50
120.6,"200","linear",0.00947152658294818,0.8160121965344,50
120.6,"200","exponential",0.00779111428372983,0.811322400691839,50
122.4,"100","uniform",0.00756963298398121,0.813374583256723,50
122.4,"100","linear",0.00511814737291414,0.80980077470257,50
122.4,"100","exponential",0.0028508485671466,0.804160664902987,50
122.4,"200","uniform",0.0148784854261438,0.81804033607986,50
122.4,"200","linear",0.0098163465422551,0.814333644972928,50
122.4,"200","exponential",0.00740280900060918,0.809458706321963,50
124.2,"200","uniform",0.0146529592945555,0.819007289758123,50
124.2,"200","linear",0.00796256297518334,0.813648368271383,50
124.2,"200","exponential",0.00637166746402817,0.808649319666987,50
126,"100","uniform",0.00753630506054922,0.812049600468452,50
126,"100","linear",0.00466937178549365,0.808095843433619,50
126,"100","exponential",0.00215568221540176,0.803056239156819,50
126,"200","uniform",0.0132327622998834,0.823645015485772,50
126,"200","linear",0.00815018830444679,0.814741553665375,50
126,"200","exponential",0.00514937340590402,0.807854878169306,50
127.8,"200","uniform",0.0124897422096998,0.818420291766008,50
127.8,"200","linear",0.00736092503410011,0.81459658823375,50
127.8,"200","exponential",0.0041415986629338,0.80668530512282,50
129.6,"100","uniform",0.00903309083085372,0.81272189202605,50
129.6,"100","linear",0.00508467603237743,0.807839284652643,50
129.6,"100","exponential",0.00192164101078771,0.803080512632658,50
129.6,"200","uniform",0.0132317420839155,0.821097618850936,50
129.6,"200","linear",0.00908790822002546,0.815167706411107,50
129.6,"200","exponential",0.00512956270758889,0.806894765160497,50
131.4,"200","uniform",0.0140462655434116,0.823114395656731,50
131.4,"200","linear",0.00925341948191178,0.815262438605542,50
131.4,"200","exponential",0.00432414905618974,0.806622413675241,50
133.2,"100","uniform",0.00875126551603109,0.813761173907628,50
133.2,"100","linear",0.00529848424334623,0.808261953203358,50
133.2,"100","exponential",0.0014352018746124,0.80247873253562,50
133.2,"200","uniform",0.0135961338538078,0.822097903713146,50
133.2,"200","linear",0.00915377285855476,0.811786318312622,50
133.2,"200","exponential",0.00487935980076724,0.806149074641127,50
135,"200","uniform",0.016183229665717,0.826014522247453,50
135,"200","linear",0.00812014871176964,0.813534654541266,50
135,"200","exponential",0.0040561674854369,0.805409641818904,50
136.8,"100","uniform",0.0082065143900176,0.81192480563304,50
136.8,"100","linear",0.00630362680282284,0.806310129696813,50
136.8,"100","exponential",0.00137528600702663,0.801906183804081,50
136.8,"200","uniform",0.0119099622774327,0.822770168956601,50
136.8,"200","linear",0.00655784452122139,0.81286204637162,50
136.8,"200","exponential",0.0025376806690048,0.804453437699637,50
138.6,"200","uniform",0.0120405012800967,0.819425895978814,50
138.6,"200","linear",0.00883588165679652,0.812977014556794,50
138.6,"200","exponential",0.00259950066341193,0.804663589754059,50
140.4,"100","uniform",0.0101462608327087,0.815117265487568,50
140.4,"100","linear",0.00460760780006457,0.806629927910231,50
140.4,"100","exponential",0.00094106293207762,0.801535996034825,50
140.4,"200","uniform",0.0144932921253939,0.823104692837953,50
140.4,"200","linear",0.00688743639725895,0.811367976978852,50
140.4,"200","exponential",0.00335451265786559,0.803495036475579,50
142.2,"200","uniform",0.01154672692554,0.819604800851584,50
142.2,"200","linear",0.00892295753573825,0.813219061210742,50
142.2,"200","exponential",0.0024746715770805,0.803531416377475,50
144,"100","uniform",0.00945192995754235,0.811108623215144,50
144,"100","linear",0.00472426714858195,0.806209539272088,50
144,"100","exponential",0.00103807255540755,0.801516531604929,50
144,"200","uniform",0.0133703148036965,0.823152263157971,50
144,"200","linear",0.00748737594753357,0.811623152440759,50
144,"200","exponential",0.00219427333142697,0.804057109475718,50
145.8,"200","uniform",0.0138693020596161,0.821833234515807,50
145.8,"200","linear",0.00733719546378946,0.810580146949874,50
145.8,"200","exponential",0.00224939398855698,0.803263147573367,50
147.6,"100","uniform",0.00805154809795671,0.814229056618449,50
147.6,"100","linear",0.00406400898739335,0.807404648783244,50
147.6,"100","exponential",0.000810181187292528,0.801171955018078,50
147.6,"200","uniform",0.0107011485592494,0.821542428900674,50
147.6,"200","linear",0.00744184826605228,0.811522739879709,50
147.6,"200","exponential",0.00183991102007668,0.803032200600803,50
149.4,"200","uniform",0.015075767510687,0.820907529169289,50
149.4,"200","linear",0.00776497200894527,0.812215435831537,50
149.4,"200","exponential",0.00166650989926006,0.802250717446012,50
151.2,"100","uniform",0.00837991802213614,0.81520712181666,50
151.2,"100","linear",0.00448670602492295,0.807034099404379,50
151.2,"100","exponential",0.000539563282727623,0.801170215218009,50
151.2,"200","uniform",0.0136554123573301,0.820999649148633,50
151.2,"200","linear",0.00735448455631992,0.811408759890664,50
151.2,"200","exponential",0.00164366779714088,0.802400455122071,50
153,"200","uniform",0.0108269011463637,0.820407537573821,50
153,"200","linear",0.00640120245184995,0.810300348781167,50
153,"200","exponential",0.00159716245073428,0.802410303933839,50
154.8,"100","uniform",0.00702718328554923,0.812132202858283,50
154.8,"100","linear",0.00390673528820762,0.805905074238579,50
154.8,"100","exponential",0.000477655400828519,0.800934250304859,50
154.8,"200","uniform",0.0119661404412731,0.81839089342852,50
154.8,"200","linear",0.00745188038374104,0.812917670144332,50
154.8,"200","exponential",0.00135655398718178,0.80186428742388,50
156.6,"200","uniform",0.0121870499291551,0.826885279672277,50
156.6,"200","linear",0.0072003558318049,0.811477514410016,50
156.6,"200","exponential",0.00146620184927212,0.802007058810685,50
158.4,"100","uniform",0.0091350041171401,0.813592375554674,50
158.4,"100","linear",0.00428870263137361,0.806518721469779,50
158.4,"100","exponential",0.00043017086492631,0.800880153228905,50
158.4,"200","uniform",0.0146716120035416,0.818328618122088,50
158.4,"200","linear",0.00680057792681786,0.809993938486037,50
158.4,"200","exponential",0.00156552971888847,0.801850548589704,50
160.2,"200","uniform",0.0139740458923405,0.822006085163693,50
160.2,"200","linear",0.00681430472301159,0.811031841795492,50
160.2,"200","exponential",0.00103869471889559,0.801823588876358,50
162,"100","uniform",0.00707721343285599,0.811761136349116,50
162,"100","linear",0.00335072344459532,0.806134456356478,50
162,"100","exponential",0.000330207636294156,0.800781796264141,50
162,"200","uniform",0.0144069912635546,0.821799496750545,50
162,"200","linear",0.00713675720653465,0.810978575943706,50
162,"200","exponential",0.000968785306940757,0.801588980413439,50
163.8,"200","uniform",0.0120864468045108,0.819933278061553,50
163.8,"200","linear",0.00751381792249089,0.811015778921365,50
163.8,"200","exponential",0.000857504229805805,0.801430098536299,50
165.6,"100","uniform",0.00911798224679251,0.813456636991818,50
165.6,"100","linear",0.0043869733226058,0.805810833724084,50
165.6,"100","exponential",0.000368193997149841,0.800754264249714,50
165.6,"200","uniform",0.0108110610714149,0.824070054246371,50
165.6,"200","linear",0.00659349563690551,0.810990651778771,50
165.6,"200","exponential",0.000898024965717093,0.801281976696204,50
167.4,"200","uniform",0.0122602689241197,0.823753464014128,50
167.4,"200","linear",0.00669256146268562,0.808422663967673,50
167.4,"200","exponential",0.000546765938566263,0.801101995877123,50
169.2,"100","uniform",0.00779051995984885,0.813503338377656,50
169.2,"100","linear",0.00411235254570852,0.805446918326701,50
169.2,"100","exponential",0.000226447495279404,0.800641450688047,50
169.2,"200","uniform",0.012766857304447,0.825163184678177,50
169.2,"200","linear",0.00686912163478778,0.810606993816641,50
169.2,"200","exponential",0.000924610191233469,0.801418938569498,50
171,"200","uniform",0.0137014735311806,0.822937536342019,50
171,"200","linear",0.00566195804330186,0.808884261080264,50
171,"200","exponential",0.000690701382996291,0.80115685670142,50
172.8,"100","uniform",0.0081316197529113,0.814025992332025,50
172.8,"100","linear",0.00382323530282622,0.806818056127264,50
172.8,"100","exponential",0.000184059110244445,0.800677801547602,50
172.8,"200","uniform",0.0148228740325928,0.823267237492842,50
172.8,"200","linear",0.00599950088962575,0.808288657666924,50
172.8,"200","exponential",0.000611334836523768,0.800861195289163,50
174.6,"200","uniform",0.0127549847154104,0.821118280808079,50
174.6,"200","linear",0.00600546671328816,0.809214523827541,50
174.6,"200","exponential",0.000761712665056323,0.801089460636262,50
176.4,"100","uniform",0.00877046528858903,0.813877581986315,50
176.4,"100","linear",0.00436588277719435,0.805324750049773,50
176.4,"100","exponential",0.000189647112401636,0.800600121327639,50
176.4,"200","uniform",0.0141348402750568,0.820874389895976,50
176.4,"200","linear",0.00564532605949156,0.809021425015425,50
176.4,"200","exponential",0.000523174770049464,0.800856356714832,50
178.2,"200","uniform",0.0138285865270743,0.823438257330166,50
178.2,"200","linear",0.00834040549534218,0.807911449235165,50
178.2,"200","exponential",0.000415321292020079,0.800677177137494,50
180,"100","uniform",0.00961154660062313,0.815004611290256,50
180,"100","linear",0.00353233293059224,0.805652414155572,50
180,"100","exponential",0.000210432825395732,0.800601197317842,50
180,"200","uniform",0.0129204694477384,0.824731020691861,50
180,"200","linear",0.00569815331414526,0.810041617742052,50
180,"200","exponential",0.000456481061829949,0.800811779238487,50
181.8,"200","uniform",0.0139237991534025,0.821048540661714,50
181.8,"200","linear",0.00647263103378544,0.809017499195258,50
